date,sku,category,region,channel,quantity,price_per_unit,discount,revenue
2023-01-08,Лидское Юбилейное 1.0л,Светлое,Минская область,Онлайн,17,4.3,0.1,65.79
2023-01-08,Лидское Светлое 0.5л,Светлое,Брестская область,Сетевой ритейл,127,2.15,0.15,232.09
2023-01-08,Лидское Юбилейное 1.0л,Светлое,Минская область,Сетевой ритейл,38,4.3,0.0,163.4
2023-01-08,Лидское Лёгкое 0.5л,Светлое,Минская область,Специализированные магазины,43,1.95,0.05,79.66
2023-01-08,Лидское Вайс 1.0л,Специальное,Минск,Специализированные магазины,30,5.1,0.0,153.0
2023-01-08,Лидское Светлое 1.0л,Светлое,Гродненская область,Сетевой ритейл,65,3.9,0.05,240.82
2023-01-08,Лидское Светлое 1.0л,Светлое,Минск,HoReCa,58,3.9,0.0,226.2
2023-01-08,Лидское Светлое 1.0л,Светлое,Гомельская область,Сетевой ритейл,130,3.9,0.1,456.3
2023-01-08,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,86,3.9,0.0,335.4
2023-01-08,Лидское Безалкогольное 0.5л,Безалкогольное,Минск,Сетевой ритейл,17,1.9,0.05,30.68
2023-01-08,Лидское Светлое 1.5л,Светлое,Минская область,Сетевой ритейл,43,5.2,0.0,223.6
2023-01-08,Лидское Классическое 0.5л,Светлое,Гродненская область,Специализированные магазины,78,2.05,0.0,159.9
2023-01-08,Лидское Классическое 0.5л,Светлое,Гродненская область,Сетевой ритейл,106,2.05,0.0,217.3
2023-01-08,Лидское Янтарное 0.5л,Тёмное,Минск,Специализированные магазины,10,2.65,0.1,23.85
2023-01-08,Лидское Портер 0.5л,Тёмное,Минская область,Онлайн,15,2.9,0.0,43.5
2023-01-08,Лидское Тёмное 1.0л,Тёмное,Минская область,Специализированные магазины,47,4.6,0.0,216.2
2023-01-08,Лидское Лёгкое 1.0л,Светлое,Минск,Сетевой ритейл,6,3.5,0.05,19.95
2023-01-08,Лидское Светлое 0.5л,Светлое,Минск,Специализированные магазины,51,2.15,0.0,109.65
2023-01-08,Лидское Юбилейное 0.5л,Светлое,Могилёвская область,Сетевой ритейл,14,2.45,0.0,34.3
2023-01-08,Лидское Вайс 1.0л,Специальное,Минск,Специализированные магазины,4,5.1,0.1,18.36
2023-01-09,Лидское Нефильтрованное 0.5л,Специальное,Витебская область,Специализированные магазины,9,2.95,0.0,26.55
2023-01-09,Лидское Тёмное 0.5л,Тёмное,Минск,Сетевой ритейл,13,2.55,0.0,33.15
2023-01-09,Лидское Юбилейное 1.0л,Светлое,Минск,Сетевой ритейл,72,4.3,0.05,294.12
2023-01-09,Лидское Юбилейное 1.0л,Светлое,Минск,HoReCa,8,4.3,0.0,34.4
2023-01-09,Лидское Классическое 1.0л,Светлое,Минск,Сетевой ритейл,61,3.7,0.05,214.41
2023-01-09,Лидское Классическое 1.0л,Светлое,Гродненская область,Специализированные магазины,28,3.7,0.0,103.6
2023-01-09,Лидское Юбилейное 0.5л,Светлое,Минск,Сетевой ритейл,77,2.45,0.05,179.22
2023-01-09,Лидское Классическое 0.5л,Светлое,Гомельская область,Специализированные магазины,84,2.05,0.15,146.37
2023-01-09,Лидское Вайс 1.0л,Специальное,Минская область,Специализированные магазины,28,5.1,0.0,142.8
2023-01-09,Лидское Нефильтрованное 0.5л,Специальное,Минск,Сетевой ритейл,31,2.95,0.1,82.31
2023-01-09,Лидское Юбилейное 1.0л,Светлое,Витебская область,Специализированные магазины,25,4.3,0.1,96.75
2023-01-09,Лидское Лёгкое 0.5л,Светлое,Могилёвская область,HoReCa,29,1.95,0.05,53.72
2023-01-09,Лидское Нефильтрованное 0.5л,Специальное,Минск,HoReCa,19,2.95,0.1,50.45
2023-01-09,Лидское Светлое 1.5л,Светлое,Минск,Специализированные магазины,10,5.2,0.0,52.0
2023-01-09,Лидское Юбилейное 0.5л,Светлое,Минск,HoReCa,51,2.45,0.0,124.95
2023-01-09,Лидское Юбилейное 1.0л,Светлое,Минск,Специализированные магазины,24,4.3,0.0,103.2
2023-01-09,Лидское Классическое 0.5л,Светлое,Минск,Сетевой ритейл,92,2.05,0.0,188.6
2023-01-09,Лидское Юбилейное 1.0л,Светлое,Брестская область,Специализированные магазины,71,4.3,0.0,305.3
2023-01-09,Лидское Светлое 0.5л,Светлое,Минск,Сетевой ритейл,30,2.15,0.05,61.27
2023-01-09,Лидское Безалкогольное 0.5л,Безалкогольное,Минск,Специализированные магазины,22,1.9,0.0,41.8
2023-01-09,Лидское Тёмное 0.5л,Тёмное,Минск,Специализированные магазины,76,2.55,0.0,193.8
2023-01-09,Лидское Тёмное 0.5л,Тёмное,Минская область,Специализированные магазины,27,2.55,0.0,68.85
2023-01-09,Лидское Безалкогольное 0.5л,Безалкогольное,Минск,Сетевой ритейл,18,1.9,0.0,34.2
2023-01-09,Лидское Светлое 0.5л,Светлое,Минская область,Сетевой ритейл,64,2.15,0.0,137.6
2023-01-09,Лидское Светлое 1.5л,Светлое,Минская область,Сетевой ритейл,37,5.2,0.05,182.78
2023-01-09,Лидское Светлое 1.0л,Светлое,Минская область,Специализированные магазины,13,3.9,0.0,50.7
2023-01-09,Лидское Классическое 1.0л,Светлое,Витебская область,Сетевой ритейл,31,3.7,0.1,103.23
2023-01-09,Лидское Светлое 0.5л,Светлое,Минск,HoReCa,62,2.15,0.1,119.97
2023-01-09,Лидское Вайс 0.5л,Специальное,Гродненская область,Специализированные магазины,21,2.8,0.0,58.8
2023-01-09,Лидское Светлое 0.5л,Светлое,Минск,Сетевой ритейл,18,2.15,0.1,34.83
2023-01-09,Лидское Вайс 1.0л,Специальное,Гомельская область,HoReCa,3,5.1,0.0,15.3
2023-01-09,Лидское Лёгкое 0.5л,Светлое,Минск,Специализированные магазины,46,1.95,0.0,89.7
2023-01-09,Лидское Юбилейное 1.0л,Светлое,Минская область,Сетевой ритейл,19,4.3,0.0,81.7
2023-01-09,Лидское Светлое 1.0л,Светлое,Гродненская область,Сетевой ритейл,39,3.9,0.0,152.1
2023-01-09,Лидское Лёгкое 1.0л,Светлое,Минская область,Специализированные магазины,38,3.5,0.1,119.7
2023-01-09,Лидское Классическое 1.0л,Светлое,Минск,Сетевой ритейл,7,3.7,0.0,25.9
2023-01-10,Лидское Вайс 1.0л,Специальное,Витебская область,Специализированные магазины,23,5.1,0.0,117.3
2023-01-10,Лидское Классическое 0.5л,Светлое,Гродненская область,Специализированные магазины,34,2.05,0.05,66.21
2023-01-10,Лидское Тёмное 0.5л,Тёмное,Гомельская область,Специализированные магазины,20,2.55,0.05,48.45
2023-01-10,Лидское Нефильтрованное 0.5л,Специальное,Гомельская область,Специализированные магазины,25,2.95,0.0,73.75
2023-01-10,Лидское Светлое 0.5л,Светлое,Минская область,Сетевой ритейл,56,2.15,0.0,120.4
2023-01-10,Лидское Светлое 0.5л,Светлое,Гродненская область,Сетевой ритейл,142,2.15,0.0,305.3
2023-01-10,Лидское Светлое 0.5л,Светлое,Гомельская область,Сетевой ритейл,43,2.15,0.1,83.2
2023-01-10,Лидское Лёгкое 0.5л,Светлое,Брестская область,Сетевой ритейл,28,1.95,0.0,54.6
2023-01-10,Лидское Вайс 0.5л,Специальное,Витебская область,HoReCa,22,2.8,0.0,61.6
2023-01-10,Лидское Классическое 1.0л,Светлое,Брестская область,Сетевой ритейл,25,3.7,0.0,92.5
